# v2.2 | 20260226 | BIM Template mep_materials
SOURCE_SHEET,MAT_DISCIPLINE,MAT_ISO_19650_ID,MAT_CODE,MAT_ELEMENT_TYPE,MAT_CATEGORY,MAT_NAME,MAT_APPLICATION,MAT_LOCATION,MAT_THICKNESS_MM,MAT_THICKNESS_INCH,MAT_COST_UNIT_USD,MAT_COST_UNIT_UGX,MAT_DURABILITY,MAT_SPECIFICATIONS,MAT_LAYER_COUNT,MAT_LAYER_1_MATERIAL,MAT_LAYER_1_THICKNESS_MM,MAT_LAYER_1_FUNCTION,MAT_LAYER_2_MATERIAL,MAT_LAYER_2_THICKNESS_MM,MAT_LAYER_2_FUNCTION,MAT_LAYER_3_MATERIAL,MAT_LAYER_3_THICKNESS_MM,MAT_LAYER_3_FUNCTION,MAT_LAYER_4_MATERIAL,MAT_LAYER_4_THICKNESS_MM,MAT_LAYER_4_FUNCTION,MAT_LAYER_5_MATERIAL,MAT_LAYER_5_THICKNESS_MM,MAT_LAYER_5_FUNCTION,MAT_MANUFACTURER,MAT_STANDARD,MAT_FEATURES,BLE_APP-REVIT-BASE-MATERIAL,BLE_APP-IDENTITY-CLASS,BLE_APP-COLOR,BLE_APP-TRANSPARENCY,BLE_APP-SMOOTHNESS,BLE_APP-SHININESS,BLE_APP-SURFACE-FG-COLOR,BLE_APP-SURFACE-FG-PATTERN,BLE_APP-CUT-FG-COLOR,BLE_APP-CUT-FG-PATTERN,BLE_APP-IMAGE,BLE_APP-DESCRIPTION,BLE_APP-COMMENTS,BLE_APP-SURFACE-BG-PATTERN,BLE_APP-SURFACE-BG-COLOR,BLE_APP-CUT-BG-PATTERN,BLE_APP-CUT-BG-COLOR,BLE_APP-PHYSICAL-ASSET,BLE_APP-THERMAL-ASSET,BLE_MAT_TEXTURE_URL,PROP_DENSITY_KG_M3,PROP_THERMAL_COND_W_MK,PROP_THERMAL_RES_M2K_W,PROP_SPECIFIC_HEAT_J_KGK,PROP_FIRE_RATING,PROP_ACOUSTIC_ABS,PROP_SOUND_RED_DB,PROP_CARBON_KG_M3,MAT_COST_ASSEMBLY_USD,MAT_COST_ASSEMBLY_UGX,BLE_APP-CUT_PATTERN,BLE_APP-SURFACE_PATTERN,BLE_APP-BACKGROUND_PATTERN,BLE_APP-SHADING_RGB,PROP_COMP_STRENGTH_MPA,PROP_TENS_STRENGTH_MPA
03_CONDUITS,CONDUITS,E-CDT-FLEX-20MM-INT-CD009,COND-009,E-CDT,FLEXIBLE CONDUIT,LIQUID TIGHT FLEXIBLE 20MM,MOTOR CONNECTIONS,EQUIPMENT,3.0,0.1181102362,3.0,11100.0,GOOD,PVC JACKETED,2.0,GALVANIZED STEEL CORE,1.0,STRUCTURE,PVC JACKET,2.0,PROTECTION,,,,,,,,,,ANAMET,UNBS 822-1,LIQUID TIGHT,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,LIQUID TIGHT FLEXIBLE 20MM. 3mm nominal thickness. For motor connections applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.002,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
03_CONDUITS,CONDUITS,E-CDT-FLEX-25MM-INT-CD010,COND-010,E-CDT,FLEXIBLE CONDUIT,LIQUID TIGHT FLEXIBLE 25MM,MOTOR CONNECTIONS,EQUIPMENT,3.5,0.1377952756,3.0,11100.0,GOOD,PVC JACKETED,2.0,GALVANIZED STEEL CORE,1.5,STRUCTURE,PVC JACKET,2.0,PROTECTION,,,,,,,,,,ANAMET,UNBS 822-1,LIQUID TIGHT,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,LIQUID TIGHT FLEXIBLE 25MM. 3.5mm nominal thickness. For motor connections applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.003,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
03_CONDUITS,CONDUITS,E-CDT-HDPE-50MM-4MM-INT-CD011,COND-011,E-CDT,HDPE CONDUIT,HDPE CONDUIT 50MM UNDERGROUND,UNDERGROUND CABLES,BURIED,4.0,0.157480315,3.0,11100.0,EXCELLENT,HIGH DENSITY PE,1.0,HDPE,4.0,PIPE WALL,,,,,,,,,,,,,DURALINE,UNBS 822-1,FLEXIBLE UNDERGROUND,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,HDPE CONDUIT 50MM UNDERGROUND. 4mm nominal thickness. For underground cables applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.003,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
03_CONDUITS,CONDUITS,E-CDT-HDPE-100MM-6MM-INT-CD012,COND-012,E-CDT,HDPE CONDUIT,HDPE CONDUIT 100MM UNDERGROUND,UNDERGROUND CABLES,BURIED,6.0,0.2362204724,3.0,11100.0,EXCELLENT,HIGH DENSITY PE,1.0,HDPE,6.0,PIPE WALL,,,,,,,,,,,,,DURALINE,UNBS 822-1,HEAVY DUTY UNDERGROUND,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,HDPE CONDUIT 100MM UNDERGROUND. 6mm nominal thickness. For underground cables applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.004,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-VOL-200MM-INT-DM001,DAMPER-001,M-DMP,VOLUME DAMPER,MANUAL VOLUME DAMPER 200MM,AIRFLOW CONTROL,DUCT,,,120.0,444000.0,GOOD,MANUAL CONTROL,1.0,GALVANIZED STEEL,,BLADE,,,,,,,,,,,,,RUSKIN,UNBS 822-1,ROUND,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,MANUAL VOLUME DAMPER 200MM. For airflow control applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-VOL-RECT-600X300-INT-DM002,DAMPER-002,M-DMP,VOLUME DAMPER,MANUAL VOLUME DAMPER 600X300MM,AIRFLOW CONTROL,DUCT,,,120.0,444000.0,GOOD,MANUAL CONTROL,1.0,GALVANIZED STEEL,,BLADES,,,,,,,,,,,,,RUSKIN,UNBS 822-1,RECTANGULAR MULTI-BLADE,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,MANUAL VOLUME DAMPER 600X300MM. For airflow control applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-MOT-300MM-INT-DM003,DAMPER-003,M-DMP,MOTORIZED DAMPER,MOTORIZED VOLUME DAMPER 300MM,AIRFLOW CONTROL,DUCT,,,120.0,444000.0,EXCELLENT,24VAC ACTUATOR,1.0,GALVANIZED STEEL,,BLADE,,,,,,,,,,,,,BELIMO,UNBS 822-1,SPRING RETURN,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,MOTORIZED VOLUME DAMPER 300MM. For airflow control applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-MOT-RECT-800X400-INT-DM004,DAMPER-004,M-DMP,MOTORIZED DAMPER,MOTORIZED DAMPER 800X400MM,AIRFLOW CONTROL,AHU,,,120.0,444000.0,EXCELLENT,24VAC ACTUATOR,1.0,GALVANIZED STEEL,,BLADES,,,,,,,,,,,,,BELIMO,UNBS 822-1,MODULATING,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,MOTORIZED DAMPER 800X400MM. For airflow control applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-FIRE-300MM-INT-DM005,DAMPER-005,M-DMP,FIRE DAMPER,FIRE DAMPER 300MM 2HR,FIRE PROTECTION,FIRE BARRIER,,,120.0,444000.0,EXCELLENT,FUSIBLE LINK 72°C,1.0,GALVANIZED STEEL,,CURTAIN,,,,,,,,,120 MINS,,,,RUSKIN,UNBS 822-1,STATIC RATED,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,FIRE DAMPER 300MM 2HR. For fire protection applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-FIRE-RECT-600X400-INT-DM006,DAMPER-006,M-DMP,FIRE DAMPER,FIRE DAMPER 600X400MM 3HR,FIRE PROTECTION,FIRE BARRIER,,,120.0,444000.0,EXCELLENT,FUSIBLE LINK 72°C,1.0,GALVANIZED STEEL,,CURTAIN,,,,,,,,,180 MINS,,,,RUSKIN,UNBS 822-1,DYNAMIC RATED,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,FIRE DAMPER 600X400MM 3HR. For fire protection applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-SMOKE-400MM-INT-DM007,DAMPER-007,M-DMP,SMOKE DAMPER,SMOKE DAMPER 400MM MOTORIZED,SMOKE CONTROL,DUCT,,,120.0,444000.0,EXCELLENT,24VDC ACTUATOR,1.0,GALVANIZED STEEL,,BLADES,,,,,,,,,,,,,RUSKIN,UNBS 822-1,UL 555S RATED,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,SMOKE DAMPER 400MM MOTORIZED. For smoke control applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-COMBINATION-600X300-INT-DM008,DAMPER-008,M-DMP,FIRE-SMOKE DAMPER,COMBINATION FIRE-SMOKE DAMPER 600X300MM,FIRE & SMOKE,FIRE BARRIER,,,120.0,444000.0,EXCELLENT,MOTORIZED + FUSIBLE,1.0,GALVANIZED STEEL,,BLADES,,,,,,,,,120 MINS,,,,RUSKIN,UNBS 822-1,DYNAMIC RATED,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,COMBINATION FIRE-SMOKE DAMPER 600X300MM. For fire & smoke applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
04_DAMPERS,DAMPERS,M-DMP-BACKDRAFT-250MM-INT-DM009,DAMPER-009,M-DMP,BACKDRAFT DAMPER,BACKDRAFT DAMPER 250MM,BACKFLOW PREVENTION,EXHAUST DUCT,,,120.0,444000.0,GOOD,GRAVITY OPERATED,1.0,ALUMINUM,,BLADES,,,,,,,,,,,,,GREENHECK,UNBS 822-1,LOW LEAKAGE,Steel,Metal,RGB 071-035-033,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,Steel,,BACKDRAFT DAMPER 250MM. For backflow prevention applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Steel ASTM A992-50,Steel,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.071,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-PVC-50MM-INT-DP001,DPIPE-001,P-DRN,PVC DRAINAGE PIPE,PVC DRAINAGE PIPE 50MM (2 INCH),WASTE WATER,CONCEALED,2.4,0.094488189,8.0,29600.0,GOOD,SOLVENT WELD,1.0,UPVC,2.4,PIPE WALL,,,,,,,,,,,,,ASTRAL,"BS EN ISO 1163, BS EN 607",LOW NOISE,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,PVC DRAINAGE PIPE 50MM (2 INCH). 2.4mm nominal thickness. For waste water applications. Fire classification: B s1 d0. Density: 1400 kg/m³. λ=0.16 W/mK. Complies with BS EN ISO 1163.,Maintain B s1 d0 in completed assembly. Install per BS EN ISO 1163.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/leather_white/leather_white_diff_2k.jpg,1400.0,0.16,0.015,900.0,B s1 d0,0.1,25.0,2100.0,1800.0,6750000.0,Concrete-Cut,PVC,Solid Fill,"255,255,255",0.0,52.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-PVC-75MM-INT-DP002,DPIPE-002,P-DRN,PVC DRAINAGE PIPE,PVC DRAINAGE PIPE 75MM (3 INCH),WASTE WATER,CONCEALED,2.9,0.1141732283,8.0,29600.0,GOOD,SOLVENT WELD,1.0,UPVC,2.9,PIPE WALL,,,,,,,,,,,,,ASTRAL,"BS EN ISO 1163, BS EN 607",LOW NOISE,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,PVC DRAINAGE PIPE 75MM (3 INCH). 2.9mm nominal thickness. For waste water applications. Fire classification: B s1 d0. Density: 1400 kg/m³. λ=0.16 W/mK. Complies with BS EN ISO 1163.,Maintain B s1 d0 in completed assembly. Install per BS EN ISO 1163.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/leather_white/leather_white_diff_2k.jpg,1400.0,0.16,0.018,900.0,B s1 d0,0.1,25.0,2100.0,1800.0,6750000.0,Concrete-Cut,PVC,Solid Fill,"255,255,255",0.0,52.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-PVC-100MM-INT-DP003,DPIPE-003,P-DRN,PVC DRAINAGE PIPE,PVC DRAINAGE PIPE 100MM (4 INCH),SOIL STACK,SHAFT,3.2,0.125984252,8.0,29600.0,GOOD,RUBBER RING JOINT,1.0,UPVC,3.2,PIPE WALL,,,,,,,,,,,,,ASTRAL,"BS EN ISO 1163, BS EN 607",PUSH FIT,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,PVC DRAINAGE PIPE 100MM (4 INCH). 3.2mm nominal thickness. For soil stack applications. Fire classification: B s1 d0. Density: 1400 kg/m³. λ=0.16 W/mK. Complies with BS EN ISO 1163.,Maintain B s1 d0 in completed assembly. Install per BS EN ISO 1163.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/leather_white/leather_white_diff_2k.jpg,1400.0,0.16,0.02,900.0,B s1 d0,0.1,25.0,2100.0,1800.0,6750000.0,Concrete-Cut,PVC,Solid Fill,"255,255,255",0.0,52.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-PVC-150MM-INT-DP004,DPIPE-004,P-DRN,PVC DRAINAGE PIPE,PVC DRAINAGE PIPE 150MM (6 INCH),MAIN DRAIN,BURIED,4.5,0.1771653543,8.0,29600.0,GOOD,RUBBER RING JOINT,1.0,UPVC,4.5,PIPE WALL,,,,,,,,,,,,,ASTRAL,"BS EN ISO 1163, BS EN 607",UNDERGROUND,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,PVC DRAINAGE PIPE 150MM (6 INCH). 4.5mm nominal thickness. For main drain applications. Fire classification: B s1 d0. Density: 1400 kg/m³. λ=0.16 W/mK. Complies with BS EN ISO 1163.,Maintain B s1 d0 in completed assembly. Install per BS EN ISO 1163.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/leather_white/leather_white_diff_2k.jpg,1400.0,0.16,0.028,900.0,B s1 d0,0.1,25.0,2100.0,1800.0,6750000.0,Concrete-Cut,PVC,Solid Fill,"255,255,255",0.0,52.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-CI-100MM-INT-DP005,DPIPE-005,P-DRN,CAST IRON PIPE,CAST IRON PIPE 100MM (4 INCH),SOIL STACK,EXPOSED,5.2,0.2047244094,8.0,29600.0,EXCELLENT,NO-HUB CONNECTION,1.0,CAST IRON,5.2,PIPE WALL,,,,,,,,DB 25,,,,,PAM SAINT-GOBAIN,"BS EN 10025:2019, UNBS 822-1",SOUND INSULATED,"Iron, Ductile",Metal,RGB 127-127-127,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,,,CAST IRON PIPE 100MM (4 INCH). 5.2mm nominal thickness. For soil stack applications. Fire classification: A1 Non-combustible. Density: 7850 kg/m³. λ=50.0 W/mK. Complies with BS EN 10025:2019.,Maintain A1 Non-combustible in completed assembly. Install per BS EN 10025:2019.,,RGB 000-000-000,,RGB 000-000-000,Iron - Ductile Cast A536 65-45-12,Iron,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/metal_plate/metal_plate_diff_2k.jpg,7850.0,50.0,0.0,450.0,A1 Non-combustible,0.05,45.0,2500.0,4500.0,16875000.0,Steel-Section,Metal-Panel-Horizontal,Diagonal,"128,128,128",0.0,355.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-CI-150MM-INT-DP006,DPIPE-006,P-DRN,CAST IRON PIPE,CAST IRON PIPE 150MM (6 INCH),MAIN DRAIN,EXPOSED,6.6,0.2598425197,8.0,29600.0,EXCELLENT,NO-HUB CONNECTION,1.0,CAST IRON,6.6,PIPE WALL,,,,,,,,DB 25,,,,,PAM SAINT-GOBAIN,"BS EN 10025:2019, UNBS 822-1",SOUND INSULATED,"Iron, Ductile",Metal,RGB 127-127-127,,50.0,64.0,RGB 000-000-000,,RGB 000-000-000,,,CAST IRON PIPE 150MM (6 INCH). 6.6mm nominal thickness. For main drain applications. Fire classification: A1 Non-combustible. Density: 7850 kg/m³. λ=50.0 W/mK. Complies with BS EN 10025:2019.,Maintain A1 Non-combustible in completed assembly. Install per BS EN 10025:2019.,,RGB 000-000-000,,RGB 000-000-000,Iron - Ductile Cast A536 65-45-12,Iron,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/metal_plate/metal_plate_diff_2k.jpg,7850.0,50.0,0.0,450.0,A1 Non-combustible,0.05,45.0,2500.0,4500.0,16875000.0,Steel-Section,Metal-Panel-Horizontal,Diagonal,"128,128,128",0.0,355.0
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-HDPE-110MM-INT-DP007,DPIPE-007,P-DRN,HDPE DRAINAGE PIPE,HDPE DRAINAGE PIPE 110MM,STORM WATER,BURIED,6.6,0.2598425197,8.0,29600.0,EXCELLENT,ELECTROFUSION,1.0,HIGH DENSITY PE,6.6,PIPE WALL,,,,,,,,,,,,,WAVIN,UNBS 822-1,FLEXIBLE,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,HDPE DRAINAGE PIPE 110MM. 6.6mm nominal thickness. For storm water applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.005,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
05_DRAINAGE_PIPES,DRAINAGE-PIPES,P-DRN-HDPE-160MM-INT-DP008,DPIPE-008,P-DRN,HDPE DRAINAGE PIPE,HDPE DRAINAGE PIPE 160MM,STORM WATER,BURIED,9.5,0.374015748,8.0,29600.0,EXCELLENT,ELECTROFUSION,1.0,HIGH DENSITY PE,9.5,PIPE WALL,,,,,,,,,,,,,WAVIN,UNBS 822-1,FLEXIBLE,Polyvinyl Chloride - Rigid,Plastic,RGB 127-127-127,,50.0,64.0,RGB 120-120-120,,RGB 120-120-120,,,HDPE DRAINAGE PIPE 160MM. 9.5mm nominal thickness. For storm water applications. Fire classification: A1 Non-combustible. Density: 2400 kg/m³. λ=1.4 W/mK. Complies with UNBS 822-1.,Maintain A1 Non-combustible in completed assembly. Install per UNBS 822-1.,,RGB 000-000-000,,RGB 000-000-000,Polyvinyl Chloride - Rigid,Polyvinyl Chloride - Rigid,https://dl.polyhaven.org/file/ph-assets/Textures/jpg/2k/concrete_floor_003/concrete_floor_003_diff_2k.jpg,2400.0,1.4,0.007,840.0,A1 Non-combustible,0.02,50.0,150.0,120.0,450000.0,Concrete-Cut,Concrete-Cut,Solid Fill,"192,192,192",25.0,2.5
