# TAG_PARAM_ALIGNMENT_AUDIT.csv — v1.0 | Generated 2026-06-08
# Cross-reference: all parameters in STING_TAG_CONFIG_v5_0_*.csv vs MR_PARAMETERS / PARAMETER_CATEGORIES / FAMILY_PARAMETER_BINDINGS / FORMULAS
# Status: OK = all checks pass | WARN = missing from FPB only | ERROR = critical mismatch
ParameterName,Group,DataType_TagCSV,Default_TagCSV,In_MR_PARAMETERS,MR_GUID,MR_DataType,MR_Group,In_PARAMETER_CATEGORIES,In_FAMILY_PARAMETER_BINDINGS,In_FORMULAS,In_Files,In_Catalog_Files,In_Data_Files,Status,Issues
BLE_FLR_STRUCTURAL_SYSTEM_TXT,,,,Y,6fd7e2d6-1471-58dd-9226-6424a5ca3072,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_FLR_THICKNESS_MM,,,,Y,4e849c26-5bfe-5ca2-bb5a-aa39e03e31bb,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_FLR_TYPE_TXT,,,,Y,37dc819e-5a08-5a78-97ef-d3cf70cf7ecc,TEXT,BLE_ELES,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_FURNITURE_FINISH_TXT,,,,Y,f24d7043-d3ff-4e0b-a87f-80262eacfa89,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_HEADROOM_MM,,,,Y,ad4e4145-628a-4bd4-b622-79c2aa300d41,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_MATERIAL_TXT,,,,Y,6a532cfc-c412-5f81-9b93-5c7e4d0ac31a,TEXT,BLE_ELES,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_MAT_ELEM_TYPE_TXT,,,,Y,8a5f9873-ef38-5947-94ee-b1d0620869e9,TEXT,CST_PROC,Y,Y,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
BLE_MULLION_DEPTH_MM,,,,Y,16606b2b-a814-4599-a295-8fb7e35e73da,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_MULLION_FINISH_TXT,,,,Y,8e2aa7f3-0f84-4b2c-a8ae-71f21329eb1f,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_MULLION_MATERIAL_TXT,,,,Y,eff23acf-6055-424a-a824-682a18cdfb45,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PANEL_GLASS_TYPE_TXT,,,,Y,13c8d3d5-989d-43b4-bcdd-eacaaaa33bf1,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PANEL_HEIGHT_MM,,,,Y,be1a1d83-5ab3-4637-977a-cfe1bf297dd3,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PANEL_WIDTH_MM,,,,Y,85f6f562-2570-4cdc-8823-dd780014efca,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PARK_ACCESSIBLE_BOOL,,,,Y,b5ac9b94-b39d-468d-847e-b49d346b3633,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PARK_BAY_LENGTH_MM,,,,Y,421958ca-f53b-4f18-999c-282ba0d8dcc7,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PARK_BAY_WIDTH_MM,,,,Y,eb9182d4-8c20-4d84-a53b-70bf9c771757,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PARK_EV_CHARGING_BOOL,,,,Y,b09617b0-e85e-4079-9c0f-6b490e32daf4,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_PARK_TYPE_TXT,,,,Y,6d2b0bdf-0c70-4acc-bc6f-cd0bd8cc7d0e,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAILING_BALUSTER_SPACING_MM,,,,Y,e5a30e5b-eefa-402a-9a72-7d441f93a300,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAILING_HEIGHT_MM,,,,Y,59f58f53-84f9-482f-9b1d-59fc2336b2b1,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAILING_INFILL_TXT,,,,Y,a8aab573-957c-4d1c-8633-2e2e0a05e1da,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAILING_MATERIAL_TXT,,,,Y,7aa7bc73-19aa-4e6b-8c19-6fb139f7e446,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAILING_TYPE_TXT,,,,Y,dc5ab33b-bd4f-4e9d-84ec-c8d5aaf29613,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAMP_HANDRAIL_BOOL,,,,Y,a0c9bd40-8190-5ba4-b83c-e6021487e529,TEXT,BLE_ELES,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAMP_LANDING_TXT,,,,Y,c26995bf-3cbb-4714-a933-78db5b9342e1,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAMP_LENGTH_MM,,,,Y,13c1cf4a-0146-5dfe-8f15-7c1267ed09a1,TEXT,BLE_ELES,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAMP_SLOPE_PCT,,,,Y,d0e7a861-94a5-5014-b190-7d3d5a58a5b7,TEXT,CST_PROC,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_RAMP_WIDTH_MM,,,,Y,2d201a03-f8c9-5ba5-acbc-37d9452cf3a7,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_AREA_SQ_M,,,,Y,9f4db3ce-b9d5-41c1-909c-4dccf65a7b7e,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_COVERING_MAT_TXT,,,,Y,eb06ec26-b6f5-5f3a-ad96-b8b39b7d8659,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_PLM_DRN_SYSTEM_TYPE_TXT,,,,Y,22ff6f18-d985-5dba-9dcf-fe95cb053aca,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_SLOPE_DEG,,,,Y,8d51616d-812b-58d6-a3c2-3ef872fc3ed0,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_THICKNESS_MM,,,,Y,5a5c212a-35f2-4f7e-a7f4-fc57e787679f,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_TYPE_TXT,,,,Y,85a719ec-5f20-5541-994f-b588c8491fbe,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOF_WATERPROOFING_SYSTEM_TXT,,,,Y,ff29c3dc-01cd-5c14-b41e-c1d8fca3cfc9,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOM_FIRE_ESCAPE_CAPACITY_NR,,,,Y,df9197f1-d5c9-4ef0-bec7-052656671371,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_ROOM_OCCUPANCY_NR,,,,Y,9ae2bd6a-1cd6-57ae-b021-677d0d7fc77d,TEXT,BLE_ELES,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
BLE_ROOM_VENTILATION_RATE_LPS,,,,Y,aaa7d06b-881d-447c-b28d-ec2764597319,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC|MEP|MEP_DC,,ARCH|ARCH_DC|MEP|MEP_DC,OK,
BLE_SIGN_ILLUMINATED_BOOL,,,,Y,908be268-188c-405a-9d0b-d8717999da94,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_SIGN_TYPE_TXT,,,,Y,c1e98355-30ee-4f2c-ba3d-861bcb840d82,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_GOING_MM,,,,Y,3cb19d18-6500-5dc5-b461-d03a276b645f,TEXT,CST_PROC,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_HANDRAIL_MAT_TXT,,,,Y,acfcc9ad-ceb4-597e-866e-355b024dc498,TEXT,BLE_STRUCTURE,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_HEADROOM_MM,,,,Y,d1228a5a-c2ca-4018-b02c-1c29a6ffd5bf,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_NOSING_TYPE_TXT,,,,Y,54f17432-1a55-583a-a92d-905ca54279a8,TEXT,BLE_STRUCTURE,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_RISE_MM,,,,Y,0dcbfb44-1130-51b2-bea9-832d4ee087f7,TEXT,CST_PROC,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_TREAD_FINISH_TXT,,,,Y,138dc87d-fb13-50b6-a5cf-07c9b2478746,TEXT,BLE_STRUCTURE,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STAIR_WIDTH_MM,,,,Y,dcaea437-8a54-5727-8011-81e5713d7054,TEXT,CST_PROC,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STRUCT_COLUMN_SZ_TXT,,,,Y,7f9e7848-00fe-54f4-be8a-d1b2921c081d,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_STRUCT_SLAB_THICKNESS_MM,,,,Y,dcc854cb-001b-5b36-9597-17fcdfb80e8e,TEXT,CST_PROC,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
BLE_STRUCT_STEEL_GRADE_TXT,,,,Y,fe130bf1-2d9b-58d7-a29a-73a55a87eeb8,TEXT,CST_PROC,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
BLE_WALL_CORE_MATERIAL_TXT,,,,Y,5fd6fd59-0f76-45ba-b505-aaca6ef8af02,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_CST_METHOD_TXT,,,,Y,8deec0f0-18f1-52ff-8e4f-a0497c244250,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_EXTERIOR_FINISH_TXT,,,,Y,a2b0283d-78f6-551a-9725-c54d2558ed67,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC|GEN|GEN_DC,,ARCH|ARCH_DC|GEN|GEN_DC,OK,
BLE_WALL_FINISH_TXT,,,,Y,7d0dd06c-f0b7-595f-8610-9cb53e4d691e,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_INSULATION_TXT,,,,Y,32338b6f-32f8-4e41-a1e7-d2ade3c45618,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_INTERIOR_FINISH_TXT,,,,Y,1aa80c73-1145-500a-8018-2e007cb412e6,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_PRIMARY_WALL_MAT_TXT,,,,Y,83fce03a-5dbf-57cf-b9d5-d797969487f9,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_SOUND_TRANSMISSION_CLASS_RATING_NR,,,,Y,a1ae48ce-4bb1-5530-ba0b-e0d6ddba76c4,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC|STR|STR_DC,,ARCH|ARCH_DC|STR|STR_DC,OK,
BLE_WALL_THICKNESS_MM,,,,Y,d0c788c3-fd82-50e8-8361-52f0e26cfc40,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC|GEN|GEN_DC|STR|STR_DC,,ARCH|ARCH_DC|GEN|GEN_DC|STR|STR_DC,OK,
BLE_WALL_TYPE_CLASSIFICATION_TXT,,,,Y,123bc70f-d9f7-5d1e-818b-aea8222786fa,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WALL_WATERPROOF_TXT,,,,Y,9b681221-e642-4285-b5bb-9a6bb2bbe227,TEXT,CST_PROC,N,N,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_AREA_SQ_M,,,,Y,1f6f2db8-edcf-5a55-b15b-2d8fced3d13a,TEXT,BLE_ELES,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_FRAME_MAT_TXT,,,,Y,80c97926-59ac-5e7d-8ce0-236dd786bf9f,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_GLAZING_TYPE_SINGLE_DOUBLE_TRIPLE_TXT,,,,Y,4d3d9bf9-9244-599c-88ae-16e0469fa44f,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_HEIGHT_MM,,,,Y,9e4ae2aa-fb63-55cc-8674-df05f460882f,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_OPERATION_TYPE_TXT,,,,Y,ad3d94fe-900b-5662-985c-54e2af3eb0f9,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_SOLAR_HEAT_GAIN_COEFFICIENT_NR,,,,Y,f1e3b7f1-ee7b-51e2-8aa3-2039753098fc,TEXT,CST_PROC,Y,Y,Y,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_TYPE_CLASSIFICATION_TXT,,,,Y,2226d834-1132-5fa8-a468-19fbb11000d4,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
BLE_WINDOW_WIDTH_MM,,,,Y,d7506fd3-c17c-513a-8c82-2a632e55a0a6,TEXT,CST_PROC,Y,Y,N,ARCH|ARCH_DC,,ARCH|ARCH_DC,OK,
CBN_A1_A3_KG_CO2E_DISP_TXT,,,,Y,e72731ee-88d0-5341-b458-4ce288e5fbe4,TEXT,PER_SUST,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CBN_A4_KG_CO2E_DISP_TXT,,,,Y,434c64bc-c14b-5c9e-8378-dece87752dca,TEXT,PER_SUST,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CBN_B6_KG_CO2E_YR_DISP_TXT,,,,Y,d45fbd40-963e-5e52-864f-e4964ef3b449,TEXT,PER_SUST,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CBN_REFRIGERANT_GWP_KG_CO2E_DISP_TXT,,,,Y,fa08ef1f-51b7-5c82-84fb-9e5f1e8ada50,TEXT,PER_SUST,N,N,Y,MEP,,MEP,OK,
CBN_RUNTIME_HRS_YR_NR_DISP_TXT,,,,Y,be0ee58d-72c5-5774-9e38-075cedf8332f,TEXT,PER_SUST,N,N,Y,MEP,,MEP,OK,
CLASH_RESOLUTION_STATUS_TXT,,,,Y,5753b5aa-0008-4000-8000-000000000003,TEXT,CLASH_COORDINATION,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CLASH_TRIAGE_CATEGORY_TXT,,,,Y,5753b5aa-0008-4000-8000-000000000002,TEXT,CLASH_COORDINATION,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CLASH_TRIAGE_SEVERITY_NR_DISP_TXT,,,,Y,24b29d51-28da-59b4-a011-007d932651b7,TEXT,CLASH_COORDINATION,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
COMM_DATE_TXT,,,,Y,5753b5aa-0004-4000-8000-000000000002,TEXT,COMMISSIONING,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
COMM_OPERATIVE_TXT,,,,Y,5753b5aa-0004-4000-8000-000000000003,TEXT,COMMISSIONING,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
COMM_STATE_TXT,,,,Y,5753b5aa-0004-4000-8000-000000000001,TEXT,COMMISSIONING,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
COM_BMS_RANGE_TXT,,,,Y,bf1e5465-122e-537d-b2c0-f35533c68e5f,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_DEV_BACNET_INSTANCE_INT,,,,Y,cc10a979-3073-515a-bc65-4ea84a408858,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_DEV_CONTROLLER_NAME_TXT,,,,Y,046c4fcc-67dc-5359-96f8-063acff7c6a9,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_DEV_TYPE_TXT,,,,Y,9d7940a2-c4b5-5d4c-88b9-ae37facd73a3,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_MEASUREMENT_RANGE_TXT,,,,Y,03350a20-2839-57c9-944d-3a16489eb2ec,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_NETWORK_ADDRESS_TXT,,,,Y,02383c32-edc5-57f2-9214-56d9b2da9c29,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_PROTOCOL_TXT,,,,Y,892356cc-e1c9-5eea-a99c-d92dfca7caab,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_C_PWR_SUPPLY_V,,,,Y,60a76a4c-a4eb-58a2-b5fc-682cb3e44c5f,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_DEV_TAG_01_TXT,,,,Y,7775b009-25a6-43b9-b0ec-31ac063a9183,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
COM_TAG_7_PARA_BMS_TXT,,,,Y,10c0be4c-8534-5a16-85a5-2c2c5335e6bf,TEXT,COM_DAT,Y,N,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_CALC_AREA_M2,,,,Y,a4c93912-d9c4-4a58-a49a-3962fa5a4694,TEXT,COM_DAT,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_CALC_LENGTH_M,,,,Y,b4cc4094-367a-4354-aa6b-c48b55a16c79,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_DELIVERY_LEAD_TIME_DAYS,,,,Y,14a0101f-30e0-5d37-b3b2-f64ff5a5cfb5,TEXT,COM_DAT,Y,Y,N,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,OK,
CST_ENERGY_ANNUAL_UGX_NUM_NR,,,,Y,18b42e2d-7570-5ece-b334-f68dec24c7a4,TEXT,COM_DAT,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_FIX_LUMEN_OUTPUT_LM,,,,Y,91bdce9c-49bf-56b9-b058-3e0892f457cb,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_IMPORT_REQUIRED_BOOL,,,,Y,9e582b7e-a208-5c68-96b1-569156796d54,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_INSTALL_HRS_DISP_TXT,,,,Y,84726a5b-ca7f-59a8-9d3b-7d9f5b8fe4f3,TEXT,CST_PROC,N,N,Y,ARCH_DC|GEN_DC|MEP_DC|STR_DC,,ARCH_DC|GEN_DC|MEP_DC|STR_DC,OK,
CST_INTL_PRICE_USD_DISP_TXT,,,,Y,e1c19fcb-f0bf-552a-a795-9e28918bb81b,TEXT,CST_PROC,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CST_LOCAL_MAT_BOOL,,,,Y,e5f96c97-55b8-5bca-bf7c-b0aa0f12c494,TEXT,COM_DAT,Y,Y,N,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,,ARCH|ARCH_DC|MEP|MEP_DC|STR|STR_DC,OK,
CST_QUOTE_REF_TXT,,,,Y,4de58d8f-38e2-584f-b8aa-5a5744a80fcd,TEXT,CST_PROC,N,N,N,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
CST_SPECIAL_EQUIPMENT_TXT,,,,Y,8632bb2f-726f-568a-9708-35cd5b601298,TEXT,COM_DAT,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
CST_S_REI_COVER_MM,,,,Y,7c103ad2-904d-5fa0-bfd9-c8971021e62c,TEXT,COM_DAT,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
CST_S_REI_GRADE_TXT,,,,Y,92058a99-7743-5431-b77f-ee6a3d13a813,TEXT,COM_DAT,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
CST_S_REI_OVERLAP_LENGTH_MM,,,,Y,70f66f35-e82f-5c46-a186-b4871d24a676,TEXT,COM_DAT,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
CST_S_REI_SPACING_MM,,,,Y,4fcf77a1-6444-5c57-8fff-214e76f9b70e,TEXT,COM_DAT,Y,Y,N,STR|STR_DC,,STR|STR_DC,OK,
CST_S_REI_WEIGHT_KG,,,,Y,dca82f18-af10-5a55-a9b9-f1628b0cd9e7,TEXT,COM_DAT,Y,Y,Y,STR|STR_DC,,STR|STR_DC,OK,
CST_UG_PRICE_UGX_DISP_TXT,,,,Y,1a55a7cb-fa8e-51bf-944b-e173d9026299,TEXT,CST_PROC,N,N,Y,ARCH|GEN|MEP|STR,,ARCH|GEN|MEP|STR,OK,
ELC_CBL_AMPACITY_A,,,,Y,4f556c4d-4ae6-5784-9a23-f5787eb9b56e,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_DEST_TXT,,,,Y,acb412db-a6d9-5e3a-8905-47ae8e69cbf0,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_FEEDER_SZ_MM2,,,,Y,7ea9bbf5-3afe-4dec-8390-93b8e6f577d0,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_INSTALL_METHOD_TXT,,,,Y,715b004a-b0de-5605-85d0-eedf1a6ba2da,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_INS_TYPE_TXT,,,,Y,2b14dbc5-f6ff-5bcb-b7a1-896a8ae2ec53,TEXT,ELC_PWR,Y,Y,N,GEN|GEN_DC,,GEN|GEN_DC,OK,
ELC_CBL_LENGTH_M,,,,Y,da71ae59-9744-5fe4-ad20-4b0687404e58,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_NUM_OF_CORES_NR,,,,Y,3d9ae221-0383-5071-b9fc-52fe92e9088d,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBL_SOURCE_TXT,,,,Y,38ed7ba8-207c-5aee-a9d9-c84c87203d36,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBT_FAB_TYPE_TXT,,,,Y,81bbdfb0-bb7c-4e2a-9a4f-1fea6628b35a,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBT_SHOP_DRAWING_REQ_BOOL,,,,Y,b1dee33a-e25a-46ff-be55-e812b37272ee,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CBT_SUPPORT_SPACING_MM,,,,Y,f1b0189c-7305-47b2-a3a9-6941fc266055,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_BEND_RADIUS_MM,,,,Y,28eff30f-4a9f-41d0-8368-414a49d6f5c6,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_CBL_FILL_PCT,,,,Y,2fdc3987-8e87-4d81-ada8-47514e7b50f2,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_FAB_METHOD_TXT,,,,Y,8ede2927-bbdf-419c-8fe9-f394a5ee315c,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_INSTALL_METHOD_TXT,,,,Y,a6443de3-f5b7-4279-b348-1e6fbac12e88,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_MAT_TXT,,,,Y,1d4c7468-66e8-4ee7-a13f-25fd28d4a875,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_SUPPORT_SPACING_MM,,,,Y,6ae13b9c-9a74-4f0f-98fa-a2e9fcd92169,TEXT,ELC_PWR,N,N,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_SZ_MM,,,,Y,3ab3a279-b143-42ae-ace3-8b3997dcc8a4,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_TAG_01_TXT,,,,Y,f867c60f-1fda-4f3f-a052-cf81268c0600,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CDT_TAG_02_TXT,,,,Y,aab93953-601b-4bab-8d52-079193f71524,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CKT_BRK_RATING_A,,,,Y,8686e464-9edb-5112-a6a3-d0b7624d12f7,TEXT,ELC_PWR,Y,Y,Y,MEP|MEP_DC,,MEP|MEP_DC,OK,
ELC_CKT_NR,,,,Y,6ad8ee51-59c2-551d-8b26-ad7194c50ec8,TEXT,ELC_PWR,Y,Y,N,MEP|MEP_DC,,MEP|MEP_DC,OK,
