Compact,A only,State 1,"Quick identification on crowded drawings. Shows asset name and tag number only."
Technical,A + B,State 2,"Standard engineering drawings. Shows identity and system context."
Full Specification,A + B + C + D + E + F,State 3,"Detailed documentation. Complete asset profile with all technical data."
Presentation,A + C,State 1,"Client presentations. Identity + location context, no technical detail."
BOQ,A + E + F,State 2,"Bill of Quantities extraction. Identity + specs + cost classification."
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 10: VISIBILITY PARAMETERS — TAG7 Section Visibility Control
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,VISIBILITY_PARAMETERS
PARAMETER,TYPE,DESCRIPTION,STATUS,MANUAL_INPUT_GUIDE
TAG_PARA_STATE_1_BOOL,YESNO,Paragraph depth: compact (State 1 only),EXISTING,"Set via Presentation Mode command or manually. YES=enabled."
TAG_PARA_STATE_2_BOOL,YESNO,Paragraph depth: standard (States 1+2),EXISTING,"Set via Presentation Mode command or manually."
TAG_PARA_STATE_3_BOOL,YESNO,Paragraph depth: comprehensive (States 1+2+3),EXISTING,"Set via Presentation Mode command or manually."
TAG_WARN_VISIBLE_BOOL,YESNO,Enable/disable warning text in tags,EXISTING,"YES to show ISO compliance warnings in tag annotations."
TAG_WARN_SEVERITY_FILTER_TXT,TEXT,Warning filter: CRITICAL/HIGH/MEDIUM/ALL,EXISTING,"Filter warning display by severity level."
TAG_7_SECTION_VISIBLE_A_BOOL,YESNO,Show/hide TAG7 Section A (Identity Header),PROPOSED,"Independent control for Identity section visibility. Add to MR_PARAMETERS.txt."
TAG_7_SECTION_VISIBLE_B_BOOL,YESNO,Show/hide TAG7 Section B (System & Function),PROPOSED,"Independent control for System section visibility."
TAG_7_SECTION_VISIBLE_C_BOOL,YESNO,Show/hide TAG7 Section C (Spatial Context),PROPOSED,"Independent control for Spatial section visibility."
TAG_7_SECTION_VISIBLE_D_BOOL,YESNO,Show/hide TAG7 Section D (Lifecycle & Status),PROPOSED,"Independent control for Lifecycle section visibility."
TAG_7_SECTION_VISIBLE_E_BOOL,YESNO,Show/hide TAG7 Section E (Technical Specs),PROPOSED,"Independent control for Technical section visibility."
TAG_7_SECTION_VISIBLE_F_BOOL,YESNO,Show/hide TAG7 Section F (Classification),PROPOSED,"Independent control for Classification section visibility."
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 11: MANUAL INPUT PARAMETERS — All User-Editable Fields
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,MANUAL_INPUT_PARAMETERS
PARAMETER,TYPE,GROUP,REQUIRED,DEFAULT,DESCRIPTION,WHERE_TO_ENTER,WHEN_TO_ENTER
ASS_DISCIPLINE_COD_TXT,TEXT,Source Tokens,YES,Auto,"Discipline code (M/E/P/A/S/FP/LV/G)","Element properties panel or Set Discipline command","Before tagging. Override auto-detected value if needed."
ASS_LOC_TXT,TEXT,Source Tokens,YES,Auto,"Location/building code","Element properties or Set Location command or Project Information","Before tagging. Set Project Information for project-wide default."
ASS_ZONE_TXT,TEXT,Source Tokens,YES,Auto,"Zone code (Z01-Z04/ZZ/XX)","Element properties or Set Zone command or Room Department field","Before tagging. Set Room Department for auto-detection."
ASS_LVL_COD_TXT,TEXT,Source Tokens,NO,Auto,"Level code — usually auto-derived from Revit level","Rarely needs manual input. Override only for special cases.","Only if level detection fails."
ASS_SYSTEM_TYPE_TXT,TEXT,Source Tokens,YES,Auto,"System type code (CIBSE/Uniclass)","Element properties or auto-detected from MEP system","Override only if MEP system naming doesn't match STING conventions."
ASS_FUNC_TXT,TEXT,Source Tokens,NO,Auto,"Function code — sub-system function","Element properties","Override only for non-standard sub-system functions."
ASS_PRODCT_COD_TXT,TEXT,Source Tokens,YES,Auto,"Product code (2-4 chars)","Element properties","Override if family name doesn't map to correct PROD code."
ASS_SEQ_NUM_TXT,TEXT,Source Tokens,NO,Auto,"Sequence number (4-digit zero-padded)","Auto-assigned. Do NOT manually set unless resolving specific collisions.","Never — always auto-assigned."
ASS_STATUS_TXT,TEXT,Lifecycle,YES,NEW,"Element status: NEW/EXISTING/DEMOLISHED/TEMPORARY","Element properties or Set Status command","Before documentation. Auto-detected from Revit phase."
ASS_REV_TXT,TEXT,Lifecycle,NO,P01,"Revision code (e.g. P01/P02/C01)","Element properties or auto-detected from Project Revisions","Set project-wide in Project Information."
ASS_DESCRIPTION_TXT,TEXT,Identity,NO,Auto,"Element description for BOQ/schedules","Element properties panel","Enter meaningful descriptions for BOQ export. Auto-generated from family/type if empty."
ASS_MANUFACTURER_TXT,TEXT,Identity,NO,""," Manufacturer name","Element properties panel","Enter for TAG7A section content and procurement schedules."
ASS_MODEL_TXT,TEXT,Identity,NO,"","Model number/reference","Element properties panel","Enter for TAG7A section content and O&M documentation."
ASS_CST_UNIT_PRICE_UGX_NR,NUMBER,Cost,NO,0,"Unit price in Ugandan Shillings (UGX)","Element properties panel","Enter for BOQ export. Required for accurate cost estimation."
ASS_CST_QUANTITY_NR,NUMBER,Cost,NO,MEASURED,"Quantity override (overrides measured geometry)","Element properties panel","Enter only if measured quantity is incorrect."
ASS_CST_TOTAL_UGX_NR,NUMBER,Cost,NO,CALCULATED,"Total cost override (overrides Unit Price × Quantity)","Element properties panel","Enter only for lump-sum items."
ASS_PMT_INV_UNIT_TXT,TEXT,Cost,NO,Auto,"Measurement unit (NO/LM/SM/CM)","Element properties panel","Override auto-detected unit if needed. See UNIT MAPPING section."
ASS_MNT_TYPE_TXT,TEXT,Maintenance,NO,"","Maintenance type/schedule","Element properties panel","Enter for TAG7D section. E.g. 'Quarterly service' or 'Annual inspection'."
ASS_FIRE_RATING_TXT,TEXT,Fire,NO,"","Fire rating classification","Element properties panel","Enter for fire-rated elements. E.g. 'FRL 120/120/120' or '2HR'."
ASS_KEYNOTE_TXT,TEXT,Classification,NO,"","Keynote reference","Element properties panel","Enter for TAG7F section and specification cross-reference."
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 12: TAGGING WORKFLOW — Step-by-Step Guide
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,TAGGING_WORKFLOW
STEP,COMMAND,PANEL_TAB,DESCRIPTION,PREREQUISITE,MANUAL_INPUT_REQUIRED
1,Load Shared Parameters,TEMP > Setup,Bind 200+ shared parameters to 53 categories (2-pass: universal + discipline-specific),None,"None — fully automatic. Run once per project."
2,Project Setup Wizard,TEMP > Setup,7-page guided project configuration (info/levels/grids/disciplines/materials),Parameters loaded,"Project name, building code, disciplines, levels, grid spacing, material selections."
3,Set Project Information,Manual Revit,Set Project Address/Name/Number for spatial auto-detection,None,"Enter Project Address (affects LOC detection), Project Name."
4,Set Room Departments,Manual Revit,Assign Department field to rooms for zone auto-detection,Rooms placed,"Set Department to 'Zone 1'/'Zone 2' etc. or specific department names."
5,Family-Stage Populate,CREATE > Tag Ops,Pre-populate all 7 tokens from category/spatial/family data,Steps 1-4,"None — uses auto-detection. Review results and override incorrect values."
6,Pre-Tag Audit,CREATE > QA,Dry-run: predict tag assignments and identify issues before committing,Step 5,"Review audit report. Fix any highlighted issues before proceeding."
7,Auto Tag or Batch Tag,CREATE > Tag Ops,Assign SEQ numbers and assemble 8-segment tags with collision detection,Step 5 (or 6),"Choose collision mode: Skip (default) / Overwrite / AutoIncrement."
8,Validate Tags,CREATE > QA,ISO 19650 compliance check on all tokens and tag format,Step 7,"Review validation results. Fix any non-compliant tokens."
9,Combine Parameters,CREATE > Tag Ops,Write tag to all 36 discipline-specific containers,Step 7,"None — automatic. Or use 'Tag & Combine' for steps 5-9 in one click."
